Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Truck,1,138871,98,1329,19,9.6,11.73,31,33,Good,High,10,No,3000-10000,5573.945434
Truck,8,228899,95,1438,33,7.2,11.74,37,30,Critical,Medium,6,Yes,3000-10000,7870.339419
SUV,9,94039,106,1672,38,9.4,12.19,37,35,Good,Medium,1,No,50000-80000,55684.67578
Hatchback,5,196919,90,1698,41,16,11.95,29,28,Good,Medium,2,No,80000+,84969.41086
Sedan,3,65987,83,1377,32,15.7,12.64,25,34,Good,High,10,No,25000-50000,41080.47851
Sedan,7,133279,97,1632,29,12.8,12.13,25,31,Critical,Low,6,No,25000-50000,35544.5099
Truck,4,94456,95,1360,16,5.1,12.15,35,36,Worn,Low,1,No,25000-50000,26347.49066
Truck,6,180296,107,977,15,6.9,12.22,31,28,Good,Medium,11,No,0-3000,281.9274926
SUV,10,180984,91,3311,41,7.4,12.27,26,33,Critical,Low,8,No,50000-80000,55371.44014
Hatchback,8,172949,86,1500,39,17.2,12.45,36,35,Good,Low,11,Yes,50000-80000,64930.77355
Sedan,6,212313,91,2581,35,17.3,12.27,38,28,Good,High,4,No,25000-50000,41513.46548
Truck,6,178363,109,3104,30,5.6,12.23,28,30,Good,Low,6,Yes,10000-25000,12361.405
Sedan,9,25775,90,1203,30,13.1,12.48,34,32,Worn,Low,8,No,50000-80000,65636.65558
Truck,11,150166,95,2881,24,6.7,12.78,40,35,Worn,Low,3,No,25000-50000,48519.62012
Sedan,11,218827,92,1003,28,17.6,12.66,25,34,Critical,Low,2,Yes,25000-50000,25162.96258
SUV,7,31355,91,2120,33,12,12.64,33,31,Worn,Low,9,Yes,50000-80000,55865.12139
SUV,5,94977,108,3296,33,6.7,12.57,28,30,Good,Low,1,No,50000-80000,72484.92858
Hatchback,3,136535,93,1980,34,18.7,12.25,31,28,Moderate,Low,2,No,80000+,103866.9666
Hatchback,9,30731,90,3281,39,17.2,12.8,25,34,Moderate,Medium,3,No,50000-80000,78519.59097
Hatchback,1,150849,96,2419,40,15.7,12.48,42,33,Worn,High,8,No,25000-50000,26124.3972
Sedan,1,78572,96,2020,31,12.1,12.45,33,35,Critical,Low,10,No,25000-50000,40000.31182
SUV,1,25931,99,943,29,7.9,11.82,36,28,Good,Low,12,No,50000-80000,76903.5586
Truck,10,142417,108,1652,27,5.2,12.4,45,31,Moderate,Low,7,No,10000-25000,22216.95633
SUV,7,223813,93,3391,24,12.4,12.24,43,32,Moderate,Low,5,No,80000+,84580.22967
SUV,6,163132,88,1897,40,12.8,12.5,30,28,Good,Medium,11,Yes,50000-80000,72710.61018
Sedan,2,123961,97,1502,40,16.2,11.77,35,32,Good,Medium,1,No,80000+,95154.15497
SUV,10,52413,93,2595,34,10.1,12.45,44,31,Good,Low,5,No,80000+,96231.56853
Sedan,3,26925,91,1336,41,18.9,12.45,27,30,Worn,Medium,8,Yes,50000-80000,73351.85483
Truck,3,160560,111,2831,31,6.4,11.88,29,31,Worn,Medium,11,Yes,0-3000,755.4798443
SUV,5,218188,96,3323,28,9,11.86,35,32,Worn,Low,3,No,50000-80000,71523.70493
Truck,7,15680,113,2393,36,6.8,11.81,26,33,Good,Low,6,No,25000-50000,47748.12843
SUV,9,122962,99,1467,41,9,12.08,38,30,Good,Medium,10,No,80000+,97971.55871
Truck,4,215292,111,3202,30,7.7,11.87,39,36,Good,Low,10,No,25000-50000,48701.73765
Hatchback,2,235989,100,3233,39,20,12.38,32,34,Good,Low,9,No,80000+,101540.2108
Hatchback,10,99294,87,2666,35,18.4,12.57,26,36,Worn,Low,2,No,80000+,96892.43763
Hatchback,4,17274,92,1762,34,18.6,12.2,34,36,Good,Low,11,No,50000-80000,73770.73944
SUV,6,188430,96,1164,36,13.4,12.46,45,34,Moderate,Medium,10,No,50000-80000,51352.97089
Sedan,12,82767,94,1992,41,13.6,11.75,35,28,Good,High,4,No,50000-80000,73590.16293
SUV,11,77504,92,1162,41,12,12.56,39,36,Worn,Low,6,No,80000+,95655.82047
SUV,5,144186,106,1038,25,10.3,12.19,31,34,Moderate,Low,1,No,50000-80000,64513.78704
SUV,5,158243,90,2054,40,8.3,11.7,25,33,Good,Low,8,No,80000+,90869.19236
SUV,8,91847,101,1384,30,9.4,12.16,28,30,Good,Low,1,No,80000+,85175.4088
Truck,10,183744,98,1680,18,7.7,11.91,37,31,Moderate,Low,5,No,10000-25000,10014.12108
Sedan,2,172107,93,3259,38,14.1,12.06,41,28,Critical,Medium,5,No,25000-50000,33208.3443
Hatchback,9,18893,94,3005,42,14.9,11.74,34,35,Good,Medium,10,No,80000+,94997.94743
SUV,8,157888,91,1502,34,11,12.16,45,31,Good,Low,11,No,50000-80000,74207.00371
Sedan,8,46004,89,1601,32,12.9,12.42,42,29,Good,Medium,10,No,50000-80000,53207.40188
Truck,4,85362,97,958,18,9.4,12.27,28,32,Moderate,Medium,9,No,10000-25000,21133.97145
SUV,4,115387,87,1679,36,9,12.17,30,32,Good,Medium,11,Yes,50000-80000,65705.89014
SUV,10,221782,102,1457,34,10.4,12.62,40,33,Moderate,Low,6,No,50000-80000,68160.59949
SUV,5,114515,102,1523,34,9.3,12.65,37,29,Moderate,High,1,No,25000-50000,32328.81609
Truck,1,42989,115,1300,31,5.2,12.25,26,31,Good,Low,6,Yes,10000-25000,22749.35671
Truck,3,68974,102,2028,22,7,12.22,39,35,Worn,Medium,8,No,25000-50000,36358.95877
Hatchback,3,152339,95,1409,42,17.4,12.45,32,35,Critical,Low,6,No,25000-50000,46970.01161
Sedan,2,44518,96,2050,36,15.4,12.59,26,32,Good,High,11,Yes,10000-25000,10699.16882
Hatchback,8,239681,91,3289,41,20.3,11.95,25,34,Good,Medium,2,Yes,80000+,95626.92938
Sedan,2,105528,97,918,39,12.8,11.86,29,30,Good,Low,7,No,80000+,93386.83937
Truck,9,54002,115,3126,28,10.1,12.24,40,33,Worn,Low,12,No,3000-10000,4451.360239
Hatchback,4,50835,93,1456,33,16,12.21,44,31,Good,Low,4,No,80000+,99283.95286
Sedan,7,87453,95,2714,41,18,11.75,37,33,Critical,Low,4,No,25000-50000,40431.24231
Sedan,8,68445,97,2166,37,16.9,12.62,37,35,Critical,Medium,10,No,25000-50000,29830.23397
Sedan,10,157546,87,2181,36,19,12.77,33,31,Moderate,Low,3,No,80000+,84897.86009
SUV,2,178726,99,956,38,13.4,12.2,39,29,Good,High,4,No,50000-80000,79887.97704
Sedan,6,13276,92,661,28,13.5,12.04,44,35,Critical,Low,11,No,10000-25000,22247.4571
Sedan,11,190964,84,1627,45,11.6,11.76,42,30,Good,Medium,7,No,80000+,95441.70855
Hatchback,2,181662,89,3047,30,16.6,12.31,36,34,Good,Low,7,No,80000+,84652.45156
SUV,8,124841,97,3355,40,9.4,12.19,28,36,Good,Low,5,Yes,80000+,87298.14716
SUV,8,117310,97,1711,28,9.7,12.58,37,35,Good,Low,9,No,80000+,88389.3322
Truck,9,213856,101,1810,25,7.6,12.37,35,33,Moderate,Medium,7,No,25000-50000,30749.04877
SUV,5,19524,96,918,42,9.9,12.63,31,28,Moderate,High,12,No,10000-25000,22948.53245
Hatchback,12,184481,90,1253,43,14.6,12.22,39,29,Worn,Low,12,No,50000-80000,56089.93112
Truck,5,45150,101,889,27,3.8,11.96,30,33,Good,Low,9,No,50000-80000,69028.94029
Sedan,6,108352,87,2462,42,15.1,12.6,45,31,Good,Medium,12,No,50000-80000,58018.15028
Hatchback,6,242814,91,1727,29,17.4,12.5,37,30,Moderate,Medium,12,No,25000-50000,37218.04265
SUV,11,237442,93,2544,33,13.2,12.29,33,33,Worn,Low,3,No,80000+,96068.05968
Truck,1,194614,109,1671,29,9.1,12.44,36,31,Good,Low,10,No,25000-50000,41212.10264
SUV,11,110438,105,895,32,13.9,11.9,41,31,Good,Medium,2,No,80000+,87805.613
Hatchback,8,64681,99,2875,34,20,11.8,45,35,Moderate,Low,11,No,25000-50000,30762.41656
Sedan,11,139892,98,3013,34,18.4,12.65,34,29,Good,Medium,7,No,50000-80000,78564.75301
Hatchback,10,187114,98,2567,38,17.8,12.64,34,35,Moderate,Low,2,Yes,50000-80000,65387.11705
Hatchback,4,222328,90,3193,39,22.7,12.56,33,34,Good,Low,1,No,80000+,90330.3375
Hatchback,10,136648,91,2559,28,17.1,11.9,40,34,Moderate,Low,8,No,50000-80000,62146.71977
Hatchback,6,39148,97,2677,39,18.2,12.29,37,33,Good,Medium,10,Yes,50000-80000,63993.01359
Sedan,10,16323,91,1509,37,16.5,12.68,41,33,Worn,High,8,Yes,25000-50000,34723.50475
SUV,8,245989,101,3257,30,10.6,12.28,25,32,Worn,High,2,No,25000-50000,40717.86054
Truck,6,159729,113,803,33,4.7,12.04,39,30,Moderate,High,11,No,0-3000,1346.444069
Truck,10,213528,114,2297,30,4.2,11.74,38,36,Critical,High,5,Yes,0-3000,1243.434685
Sedan,1,229279,91,2908,29,17.8,11.84,36,34,Moderate,High,5,Yes,10000-25000,24858.20509
Truck,5,146577,103,3347,24,5.8,11.82,36,33,Good,Medium,12,No,10000-25000,12650.81528
Sedan,5,244068,100,2385,34,15.3,11.95,37,35,Good,Low,9,No,50000-80000,50597.11091
SUV,2,111951,104,819,22,12,12.4,40,31,Good,Medium,8,No,50000-80000,66330.8859
Sedan,10,11626,91,2489,38,15,12.37,29,28,Good,Medium,4,No,80000+,98903.43471
Sedan,5,187580,92,1899,35,16.6,12.28,27,32,Good,Low,3,No,80000+,99627.58749
Truck,8,178446,112,2147,16,10.9,11.91,34,35,Moderate,High,10,No,0-3000,526.6363738
Sedan,4,164632,100,1904,42,14.7,11.78,36,30,Worn,Low,6,No,50000-80000,65330.28318
Sedan,3,199146,94,1414,29,16.3,12.65,40,33,Moderate,Medium,11,No,25000-50000,26159.91821
Truck,4,55333,101,3168,30,6.3,12.22,32,33,Good,Low,12,Yes,10000-25000,13378.89447
Truck,3,240649,104,950,26,8.7,11.76,38,36,Good,Low,3,No,50000-80000,50027.44773
SUV,11,25003,95,1181,28,11.3,12.44,29,31,Moderate,Low,11,No,25000-50000,44322.22562
Truck,10,23979,103,2682,20,6.9,12.34,29,30,Good,Medium,2,No,25000-50000,47512.62946
Hatchback,7,31758,89,755,34,13.6,12.06,34,34,Moderate,Low,2,No,80000+,101794.2112
SUV,4,191636,94,1717,30,11.3,12.35,38,29,Good,Medium,4,No,80000+,89124.31364
Hatchback,8,105167,86,2631,38,15.4,12.1,42,29,Moderate,Low,3,No,80000+,96596.92761
Hatchback,12,143436,90,1438,35,19,12.05,26,34,Good,High,11,No,10000-25000,12907.18474
SUV,12,197905,105,2351,28,8.1,11.83,27,33,Good,Medium,1,No,80000+,98643.7021
Truck,11,27223,97,1673,30,3.2,12,34,30,Moderate,Low,5,No,25000-50000,46901.38812
Truck,8,169777,105,1530,32,8.5,11.89,40,32,Good,Low,12,No,25000-50000,41648.10209
Sedan,4,192281,90,2027,32,14.3,12.31,34,31,Worn,High,7,No,25000-50000,44601.39649
SUV,2,101699,93,2668,27,9.9,11.9,35,35,Good,High,9,No,50000-80000,59818.04674
SUV,12,235803,100,2736,26,12.6,12.37,31,35,Worn,Low,2,No,80000+,91633.9183
Truck,12,74945,98,860,26,6.7,12.59,40,32,Critical,Low,6,Yes,10000-25000,19383.86743
SUV,10,45702,106,2993,30,10.8,11.95,38,29,Good,High,2,No,25000-50000,32002.29714
SUV,12,27232,100,903,23,10.2,12.56,33,28,Good,Low,2,No,80000+,84100.09643
SUV,1,28930,98,1485,42,8.3,12.01,45,35,Good,Low,9,No,80000+,94891.05694
SUV,5,80920,103,1562,24,11.1,12.62,37,36,Worn,Low,11,No,25000-50000,36865.95147
Hatchback,8,133104,97,3493,34,15.5,12.23,35,33,Critical,Low,8,No,25000-50000,28589.5561
SUV,2,121574,93,1424,37,10.3,12.26,45,33,Critical,Low,8,Yes,50000-80000,68561.04511
SUV,2,81189,96,797,32,11.2,12.23,25,29,Worn,Low,12,No,25000-50000,27090.64978
SUV,10,171769,94,1175,30,13.2,12.73,38,33,Worn,Medium,4,No,50000-80000,78453.06101
Sedan,11,209750,94,1177,42,15.4,12.56,26,28,Good,Low,11,No,50000-80000,79000.54002
Sedan,10,153971,93,963,44,14.8,11.82,30,33,Moderate,Low,4,No,80000+,89099.64055
Hatchback,2,40842,93,2046,46,21.4,12.28,37,35,Worn,Medium,6,No,50000-80000,63947.25373
SUV,5,161998,91,1004,24,9.8,12.1,38,36,Moderate,Low,4,Yes,50000-80000,60112.88284
SUV,2,150767,101,2498,28,13.9,11.71,32,34,Good,Low,7,No,80000+,86625.8356
SUV,12,50180,95,1906,39,11.7,12.25,25,35,Good,High,5,No,50000-80000,76945.93373
Truck,12,241541,103,2853,30,7.5,11.74,41,29,Good,Low,11,No,25000-50000,41956.85423
Truck,12,213461,98,1661,18,4.1,12.72,32,28,Moderate,Low,2,Yes,10000-25000,18737.04616
Truck,1,41196,113,3347,34,9.7,12.32,33,35,Good,Low,7,No,25000-50000,39148.98892
Sedan,7,141673,98,2936,36,13.2,12.35,35,30,Worn,Low,12,No,25000-50000,48105.76114
Sedan,5,112998,89,1982,37,13.6,12.62,37,29,Worn,Low,2,No,80000+,90057.23578
SUV,4,111189,102,3068,35,14.3,12.45,28,31,Good,Low,10,No,80000+,102283.1017
SUV,12,68749,91,1365,37,11.5,12.46,28,35,Worn,Low,3,No,80000+,89909.98044
Hatchback,11,78955,91,2384,27,19.8,12.67,42,32,Worn,Medium,12,Yes,10000-25000,11801.45992
Truck,3,37592,100,963,23,5.6,11.8,36,30,Moderate,Low,2,No,50000-80000,66663.4101
Sedan,10,123199,97,2237,30,17.2,12.03,34,36,Good,High,3,Yes,10000-25000,23705.96213
Hatchback,4,180200,92,2958,40,22.6,12.53,42,33,Good,Medium,8,No,80000+,100602.656
SUV,8,37260,93,1153,37,11.3,12.3,41,36,Good,High,5,No,50000-80000,57204.70735
Hatchback,8,107899,94,1169,33,19.7,11.78,25,31,Critical,Low,6,No,25000-50000,36669.72387
Hatchback,2,177439,94,3065,38,18.5,12.4,42,31,Good,High,5,No,50000-80000,68966.12578
Hatchback,7,43714,90,1552,33,14.9,12.13,26,35,Good,Low,9,No,80000+,98227.09199
Hatchback,10,149541,98,1865,38,17.7,12.45,42,32,Good,Low,12,No,50000-80000,71662.02796
SUV,5,109707,94,852,36,8.9,11.97,25,35,Moderate,Low,6,No,80000+,100588.8914
Sedan,1,192540,93,2834,30,13.3,12.13,43,36,Moderate,Low,12,No,25000-50000,38695.18633
Sedan,1,194209,94,2546,42,14.1,12.36,36,31,Good,Low,12,No,50000-80000,63199.56234
Hatchback,1,17287,99,2854,42,17,12.14,29,32,Good,Low,1,No,80000+,100739.7929
SUV,12,14968,102,3227,31,11.1,12.3,35,32,Good,Medium,2,Yes,50000-80000,74532.25707
Hatchback,5,232029,92,1525,31,19.1,12.68,38,33,Good,Medium,4,Yes,50000-80000,74541.06845
Sedan,10,233776,95,3453,31,14,11.96,35,28,Moderate,Low,8,No,50000-80000,78501.10811
Sedan,10,16298,85,2606,32,13.8,12.19,27,35,Moderate,Medium,12,No,25000-50000,48896.9498
SUV,4,44913,104,3215,29,10.6,12.66,25,29,Good,Medium,10,Yes,50000-80000,54171.38583
Sedan,6,135652,98,823,29,16.9,11.9,33,29,Moderate,Low,7,No,50000-80000,65456.60145
Truck,1,75165,111,1616,29,6.1,12.34,34,30,Good,Low,11,No,10000-25000,16519.38392
Hatchback,12,118741,94,2438,39,17.9,12.78,37,36,Moderate,Medium,9,No,50000-80000,65084.96031
SUV,3,113180,106,1262,27,11.5,12.29,28,36,Good,Medium,6,No,25000-50000,46605.55866
Sedan,1,48813,96,2113,29,13.8,12,42,35,Moderate,Low,8,No,50000-80000,70939.64599
Hatchback,3,86727,88,2166,41,16.3,11.89,25,33,Moderate,Medium,7,Yes,50000-80000,74869.77844
SUV,5,191878,97,1680,31,10.2,12.2,40,33,Good,High,3,No,25000-50000,31593.84563
Truck,6,41004,97,3336,26,3.7,12.53,25,28,Good,High,4,No,10000-25000,21149.52177
SUV,6,229258,95,3406,38,10.1,12.55,37,32,Critical,Low,4,No,50000-80000,79422.569
SUV,12,214250,92,3157,40,10.1,12.55,45,35,Worn,Medium,8,No,80000+,97519.33769
Hatchback,2,77808,91,2073,28,21.4,11.89,42,30,Good,Medium,9,No,50000-80000,58850.42104
Hatchback,2,13615,90,3401,37,23.3,11.87,36,36,Good,Medium,3,No,80000+,93304.55197
Truck,6,40958,104,3186,24,4.8,12.24,33,35,Good,Low,8,No,50000-80000,67216.46731
SUV,11,158921,92,2582,36,12,11.98,25,28,Good,Medium,5,No,80000+,91022.75676
Sedan,10,61526,88,2298,42,14.6,12.6,40,36,Moderate,Low,3,No,80000+,101237.8881
Hatchback,12,68681,94,2222,35,21.5,12.72,32,28,Good,Low,11,No,50000-80000,79848.7451
Hatchback,2,13872,94,1880,44,20.9,12.77,28,31,Good,Low,4,No,80000+,89217.35414
Truck,11,83493,98,2603,24,8.6,11.88,26,33,Good,Low,11,Yes,10000-25000,15256.63873
Hatchback,9,38591,88,1487,29,20.6,12.01,25,33,Worn,Low,8,No,50000-80000,53449.32307
Hatchback,8,40708,92,2615,41,17.3,11.97,44,36,Good,High,12,No,25000-50000,33025.13786
Sedan,2,134564,84,1582,28,12.7,12.06,25,29,Moderate,Low,7,No,50000-80000,66328.70325
Hatchback,3,239558,92,2139,48,20.6,12.54,31,29,Good,Low,5,No,80000+,95357.21133
Hatchback,3,204617,89,2522,45,16.2,12.36,25,34,Moderate,Low,7,No,80000+,84201.53603
SUV,4,90594,99,1703,25,12.3,12.7,32,31,Worn,Low,2,Yes,50000-80000,60544.32154
Hatchback,12,173339,90,2327,38,18.1,11.85,45,35,Good,Low,10,No,80000+,87537.03852
Sedan,1,22670,93,3270,35,17.9,12.41,42,30,Worn,Low,3,No,50000-80000,76832.1827
Hatchback,6,74821,88,2469,40,15.9,11.86,43,28,Moderate,High,9,No,25000-50000,28938.68775
Truck,3,236163,98,2772,26,10.2,12.41,27,34,Moderate,Medium,3,Yes,10000-25000,20997.09922
Hatchback,10,175148,100,2434,34,16.7,11.74,38,36,Moderate,Medium,9,No,25000-50000,36777.87808
Hatchback,4,209736,84,3376,41,16.4,12.06,36,31,Worn,Low,5,No,80000+,91763.92093
SUV,11,95710,95,3431,33,11.7,11.85,39,34,Good,Low,10,Yes,50000-80000,52013.59815
SUV,12,57748,99,2850,34,14.5,12.24,39,28,Good,Low,11,No,50000-80000,73865.29944
Truck,5,235773,103,1343,17,8.3,12.57,26,33,Good,Low,8,No,25000-50000,26398.76158
Sedan,7,154633,90,1237,37,14.3,12.24,38,34,Good,Low,3,No,80000+,102941.366
SUV,9,96556,93,2496,38,7.4,11.86,27,31,Moderate,Low,9,No,80000+,101756.6248
Truck,8,102417,103,1041,20,5.4,12.14,39,29,Moderate,High,4,No,3000-10000,6263.448656
Truck,1,58125,116,3486,36,5.2,12.4,32,36,Good,High,7,No,10000-25000,23018.43038
SUV,2,107527,89,773,39,12.9,11.9,27,32,Good,Low,10,Yes,80000+,90517.96972
SUV,3,185629,96,3223,39,12.1,12.67,36,34,Good,Low,12,No,50000-80000,57562.48217
Truck,12,91070,97,1358,26,6.3,12.11,36,30,Critical,High,11,No,0-3000,2780.055055
Sedan,2,127147,84,963,36,15.8,12.53,40,36,Worn,Low,3,No,80000+,89448.11802
Truck,3,120727,112,1974,27,5.2,12.47,39,35,Moderate,High,6,No,3000-10000,6536.62809
Hatchback,6,86611,91,1788,34,20.1,12.11,41,36,Moderate,Low,3,No,50000-80000,70734.22095
SUV,1,50221,99,1591,29,11.7,11.79,38,28,Moderate,Low,8,No,50000-80000,53865.38837
Truck,6,132047,103,2601,27,9.9,12.66,25,28,Good,Low,10,No,50000-80000,50715.22629
SUV,6,73072,107,2202,32,12.5,12.28,38,32,Critical,Low,6,No,10000-25000,15358.5219
Hatchback,1,110965,84,2364,41,18.8,11.94,28,33,Good,Low,5,No,80000+,93081.62313
SUV,6,240722,105,1776,26,9.7,12.29,32,31,Good,Low,12,No,50000-80000,68542.99421
Hatchback,10,53308,82,1672,42,16.8,12.28,30,29,Good,High,1,No,50000-80000,70341.25074
Sedan,2,247707,96,1487,34,13,11.86,26,35,Good,Low,10,No,50000-80000,63976.74506
Hatchback,6,151083,87,3179,33,20.6,12.57,40,34,Good,Medium,2,No,80000+,90413.94337
Sedan,3,28066,84,1815,32,18.5,12.67,27,32,Good,High,8,Yes,25000-50000,39544.00421
Hatchback,1,49970,90,3409,44,21.8,12.66,42,33,Good,Low,5,Yes,80000+,96031.65136
SUV,5,61351,98,1196,24,6.9,12.41,33,36,Good,Low,5,No,80000+,85193.38129
Sedan,7,90656,89,3304,35,13.3,12.8,42,29,Good,Medium,8,Yes,50000-80000,76915.67216
Truck,2,164095,108,2116,33,8,12.02,37,34,Good,Low,7,No,25000-50000,25226.09306
SUV,8,137548,95,1951,37,9.5,12.42,40,35,Worn,High,5,Yes,25000-50000,35135.15761
Truck,8,157156,99,699,16,6.5,12.21,38,28,Critical,Low,7,No,3000-10000,3714.634259
SUV,1,187309,95,1778,39,10.3,11.8,36,32,Moderate,Low,11,No,50000-80000,51657.77725
Hatchback,1,20351,87,2462,38,20.5,12.37,41,32,Good,Low,2,No,80000+,98632.89417
SUV,10,15106,88,769,36,11.3,11.83,25,32,Good,Low,11,No,80000+,90558.48408
Hatchback,5,108753,96,3320,30,20.7,12.63,32,33,Good,Low,2,No,80000+,102383.8424
Sedan,7,70372,85,1633,42,13.2,12.04,29,33,Moderate,Low,6,No,80000+,95892.73899
Truck,4,20167,115,2967,31,7.7,12.53,40,36,Worn,Medium,12,Yes,0-3000,513.0153232
Truck,7,158256,98,2959,34,5.7,12.36,29,29,Good,Medium,6,No,25000-50000,45895.17961
Truck,9,72431,95,754,33,6.3,11.76,43,28,Good,Medium,12,No,10000-25000,18045.63887
Sedan,8,90814,94,671,38,12.6,12.24,43,31,Good,High,4,No,50000-80000,67427.0308
SUV,11,41639,101,2766,37,11.4,12.1,41,30,Good,Low,11,No,50000-80000,62179.76725
Sedan,4,194599,88,1387,29,12,11.82,37,36,Good,High,5,No,25000-50000,31234.62863
Sedan,8,136785,91,1740,30,13,12.65,32,35,Good,High,12,No,10000-25000,20478.20323
Truck,12,44314,99,1428,21,10.2,11.91,30,30,Worn,Low,2,No,25000-50000,43185.06865
Truck,8,197427,106,3470,29,7.6,11.83,29,34,Good,Low,5,Yes,10000-25000,21912.26007
Truck,8,126567,114,1946,20,10.1,12.1,36,29,Good,Medium,6,No,3000-10000,3710.373898
Truck,12,220669,108,1883,27,9.5,12.76,34,33,Good,Medium,4,No,10000-25000,18454.31108
Truck,1,223701,102,3192,33,9.7,12.57,25,31,Good,Medium,5,No,25000-50000,49766.15561
Hatchback,7,88672,91,3412,29,21.6,11.72,26,29,Good,Medium,5,No,50000-80000,57026.46703
SUV,12,52821,90,3231,25,9,11.76,31,32,Good,Medium,9,No,80000+,85181.79221
SUV,5,167678,96,3432,27,7.4,12.56,29,29,Moderate,Low,7,Yes,50000-80000,59893.39809
Hatchback,12,106673,84,1666,36,20.3,11.91,27,32,Good,Low,10,No,80000+,92458.0504
Truck,7,80133,109,1861,33,4.3,12.53,34,29,Good,Low,11,No,10000-25000,16175.72858
SUV,9,19055,105,2751,35,11.4,12.36,38,29,Worn,Medium,3,Yes,25000-50000,27931.16627
Hatchback,4,71671,92,1581,31,18.3,12.16,29,34,Worn,Low,5,No,50000-80000,76991.23299
SUV,1,158858,105,2348,23,11.8,11.74,35,35,Critical,Low,6,No,25000-50000,36187.40446
Hatchback,3,172704,95,766,38,21.4,11.89,31,35,Good,Low,9,No,80000+,103945.8975
Hatchback,1,146294,86,2264,31,22,11.72,37,29,Good,Medium,2,Yes,50000-80000,55926.25939
Truck,8,87723,113,3469,32,3.6,11.72,45,34,Moderate,Low,11,No,3000-10000,5328.058774
Truck,9,154352,108,2534,19,6.5,12.72,34,32,Worn,Medium,9,No,3000-10000,8028.274957
SUV,11,42407,94,2067,29,8,12.36,31,30,Good,Medium,7,No,80000+,92188.96192
Hatchback,1,94570,94,3240,39,22,12.28,36,29,Worn,Medium,8,Yes,50000-80000,76066.45131
Truck,7,150687,101,1272,25,4.6,12.62,39,30,Good,Low,6,No,50000-80000,74340.58356
SUV,1,239954,88,2357,34,12.3,11.71,27,34,Moderate,Medium,7,No,50000-80000,53711.00692
SUV,2,110724,104,1463,43,12.5,11.71,28,29,Moderate,High,12,Yes,10000-25000,14908.83521
SUV,11,67997,98,2286,28,13.6,12.64,31,35,Good,Low,8,Yes,50000-80000,68754.34256
Truck,6,195099,112,3483,32,5.8,12.32,39,31,Critical,Medium,5,Yes,0-3000,1754.283204
Truck,3,225922,112,2747,30,4.1,12.56,38,33,Good,Low,8,No,25000-50000,43241.25562
Sedan,12,66039,97,2799,39,16.6,11.81,42,31,Critical,Medium,11,No,10000-25000,11325.4152
Truck,6,179007,109,872,31,8.4,12.55,32,33,Good,Low,10,No,25000-50000,32537.01704
Truck,3,201922,116,3453,28,8.6,12.2,43,30,Good,Low,4,Yes,10000-25000,16565.79423
Sedan,8,57884,90,1804,38,18.4,12.02,44,34,Moderate,Low,9,No,80000+,88344.34222
Sedan,4,184672,95,2167,35,12.6,12.19,34,31,Good,Low,11,No,25000-50000,47708.7784
Sedan,9,21356,88,1334,39,13.8,12.18,25,34,Moderate,Medium,4,No,50000-80000,67977.95463
Truck,4,147357,110,3124,26,6.4,11.98,28,34,Moderate,Low,7,Yes,10000-25000,17606.24131
Hatchback,6,41855,87,619,36,15.6,11.91,33,31,Moderate,Low,6,No,80000+,90063.61586
SUV,10,144375,103,1865,31,10,12.18,35,35,Good,Low,5,Yes,50000-80000,72556.16379
Hatchback,7,20297,94,2447,44,16.2,12.09,42,35,Good,Low,1,No,80000+,88981.62238
Truck,4,36986,97,1990,36,7.7,12.76,37,29,Good,Medium,6,No,50000-80000,50376.25757
Sedan,11,166078,101,900,30,16.9,12,36,36,Good,Low,12,Yes,25000-50000,39378.9398
SUV,2,125609,107,1673,30,12.5,11.83,29,35,Moderate,Low,12,Yes,10000-25000,13223.22946
Sedan,1,44161,92,3198,39,12.5,11.82,34,36,Worn,High,4,No,25000-50000,37003.34595
Truck,3,64747,107,3025,19,7.6,12.11,41,28,Good,Medium,1,No,10000-25000,10964.59504
SUV,2,163416,97,2869,38,10.4,12.36,27,34,Critical,Low,6,No,50000-80000,54106.36337
Truck,9,119094,110,1136,31,4.3,11.73,40,35,Good,Medium,12,No,3000-10000,4569.686677
Truck,2,191006,110,2364,24,9,11.98,41,31,Moderate,Medium,12,No,3000-10000,7075.203713
Truck,7,64242,108,3388,23,6.2,12.39,36,29,Good,Low,12,Yes,3000-10000,3623.582074
Sedan,7,89338,95,1195,36,17.5,12.42,30,32,Worn,Low,8,No,50000-80000,59624.81115
Truck,3,81698,109,1865,26,6.7,12.78,29,28,Moderate,Low,4,No,10000-25000,16707.23449
Sedan,9,33626,98,894,38,15.1,12.27,36,32,Critical,High,11,No,3000-10000,5375.790728
Sedan,6,59389,97,2366,31,14.1,11.89,39,36,Worn,Medium,1,No,50000-80000,65350.45508
Sedan,9,143761,92,3304,30,14.8,12.78,34,34,Worn,High,2,No,25000-50000,43432.79841
Sedan,1,84937,87,3093,30,14.5,12.59,42,33,Good,Low,11,No,50000-80000,62578.0575
